Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price
LIVN,LIVANOVA PLC,Health Care,Equity,"719,263.75",0.00,"719,263.75","13,625.00",52.79
LKFN,LAKELAND FINANCIAL CORP,Financials,Equity,"333,708.13",0.00,"333,708.13","5,831.00",57.23
LKQ,LKQ CORP,Consumer Discretionary,Equity,"2,173,534.64",0.01,"2,173,534.64","69,754.00",31.16
LLY,ELI LILLY,Health Care,Equity,"178,594,015.50",1.03,"178,594,015.50","211,479.00",844.50
LLYVA,LIBERTY MEDIA LIBERTY LIVE SERIES,Communication,Equity,"433,352.81",0.00,"433,352.81","4,943.00",87.67
LLYVK,LIBERTY MEDIA LIBERTY LIVE SERIES,Communication,Equity,"1,096,042.36",0.01,"1,096,042.36","12,119.00",90.44
LMAT,LEMAITRE VASCULAR INC,Health Care,Equity,"417,070.50",0.00,"417,070.50","4,710.00",88.55
LMB,LIMBACH HOLDINGS INC,Industrials,Equity,"240,813.82",0.00,"240,813.82","2,509.00",95.98
LMND,LEMONADE INC,Financials,Equity,"818,114.64",0.00,"818,114.64","13,864.00",59.01
LMNR,LIMONEIRA,Consumer Staples,Equity,"102,791.37",0.00,"102,791.37","7,337.00",14.01
LMT,LOCKHEED MARTIN CORP,Industrials,Equity,"27,112,368.36",0.16,"27,112,368.36","55,363.00",489.72
LNC,LINCOLN NATIONAL CORP,Financials,Equity,"1,832,840.36",0.01,"1,832,840.36","45,044.00",40.69
LNG,CHENIERE ENERGY INC,Energy,Equity,"12,291,638.72",0.07,"12,291,638.72","58,111.00",211.52
LNN,LINDSAY CORP,Industrials,Equity,"337,896.90",0.00,"337,896.90","3,069.00",110.10
LNT,ALLIANT ENERGY CORP,Utilities,Equity,"4,534,123.71",0.03,"4,534,123.71","66,747.00",67.93
LNTH,LANTHEUS HOLDINGS INC,Health Care,Equity,"1,031,725.57",0.01,"1,031,725.57","18,593.00",55.49
LNW,LIGHT WONDER INC,Consumer Discretionary,Equity,"1,666,280.94",0.01,"1,666,280.94","23,334.00",71.41
LOAR,LOAR HOLDINGS INC,Industrials,Equity,"904,676.76",0.01,"904,676.76","11,371.00",79.56
LOB,LIVE OAK BANCSHARES INC,Financials,Equity,"264,417.65",0.00,"264,417.65","8,365.00",31.61
LOCO,EL POLLO LOCO INC,Consumer Discretionary,Equity,"101,662.26",0.00,"101,662.26","11,221.00",9.06
LOPE,GRAND CANYON EDUCATION INC,Consumer Discretionary,Equity,"1,644,394.08",0.01,"1,644,394.08","7,952.00",206.79
LOVE,LOVESAC COMPANY,Consumer Discretionary,Equity,"52,529.40",0.00,"52,529.40","3,790.00",13.86
LOW,LOWES COMPANIES INC,Consumer Discretionary,Equity,"35,412,061.02",0.20,"35,412,061.02","147,661.00",239.82
LPG,DORIAN LPG LTD,Energy,Equity,"264,443.71",0.00,"264,443.71","9,341.00",28.31
LPLA,LPL FINANCIAL HOLDINGS INC,Financials,Equity,"7,070,717.61",0.04,"7,070,717.61","20,889.00",338.49
LPRO,OPEN LENDING CORP,Financials,Equity,"48,833.60",0.00,"48,833.60","26,540.00",1.84
LPX,LOUISIANA PACIFIC CORP,Materials,Equity,"1,466,128.18",0.01,"1,466,128.18","16,619.00",88.22
LQDA,LIQUIDIA CORP,Health Care,Equity,"479,428.00",0.00,"479,428.00","20,665.00",23.20
LQDT,LIQUIDITY SERVICES INC,Industrials,Equity,"158,612.60",0.00,"158,612.60","6,670.00",23.78
LRCX,LAM RESEARCH CORP,Information Technology,Equity,"54,468,233.91",0.31,"54,468,233.91","338,291.00",161.01
LRMR,LARIMAR THERAPEUTICS INC,Health Care,Equity,"67,399.32",0.00,"67,399.32","16,683.00",4.04
LRN,STRIDE INC,Consumer Discretionary,Equity,"735,187.68",0.00,"735,187.68","11,019.00",66.72
LSCC,LATTICE SEMICONDUCTOR CORP,Information Technology,Equity,"2,658,477.64",0.02,"2,658,477.64","36,101.00",73.64
LSTR,LANDSTAR SYSTEM INC,Industrials,Equity,"1,142,189.20",0.01,"1,142,189.20","9,112.00",125.35
LTC,LTC PROPERTIES REIT INC,Real Estate,Equity,"342,174.16",0.00,"342,174.16","9,743.00",35.12
LTH,LIFE TIME GROUP HOLDINGS INC,Consumer Discretionary,Equity,"870,387.64",0.01,"870,387.64","35,396.00",24.59
LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,Equity,"4,658,858.56",0.03,"4,658,858.56","27,728.00",168.02
LUMN,LUMEN TECHNOLOGIES INC,Communication,Equity,"2,741,258.08",0.02,"2,741,258.08","265,112.00",10.34
LUNG,PULMONX CORP,Health Care,Equity,"13,948.00",0.00,"13,948.00","7,925.00",1.76
LUNR,INTUITIVE MACHINES INC CLASS A,Industrials,Equity,"324,261.03",0.00,"324,261.03","28,519.00",11.37
LUV,SOUTHWEST AIRLINES,Industrials,Equity,"3,742,022.49",0.02,"3,742,022.49","124,361.00",30.09
LVS,LAS VEGAS SANDS CORP,Consumer Discretionary,Equity,"4,974,259.95",0.03,"4,974,259.95","84,381.00",58.95
LW,LAMB WESTON HOLDINGS INC,Consumer Staples,Equity,"2,380,757.58",0.01,"2,380,757.58","38,282.00",62.19
LXFR,LUXFER HOLDINGS PLC,Industrials,Equity,"87,475.44",0.00,"87,475.44","7,176.00",12.19
LXP,LXP INDUSTRIAL TRUST,Real Estate,Equity,"716,250.38",0.00,"716,250.38","73,537.00",9.74
LXU,LSB INDUSTRIES INC,Materials,Equity,"159,298.92",0.00,"159,298.92","19,239.00",8.28
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,Equity,"3,099,409.20",0.02,"3,099,409.20","68,571.00",45.20
LYFT,LYFT INC CLASS A,Industrials,Equity,"1,986,455.00",0.01,"1,986,455.00","100,580.00",19.75
LYTS,LSI INDUSTRIES INC,Industrials,Equity,"203,927.66",0.00,"203,927.66","8,878.00",22.97
LYV,LIVE NATION ENTERTAINMENT INC,Communication,Equity,"6,139,721.58",0.04,"6,139,721.58","41,479.00",148.02
LZ,LEGALZOOM COM INC,Industrials,Equity,"353,456.46",0.00,"353,456.46","35,559.00",9.94
LZB,LA-Z-BOY INC,Consumer Discretionary,Equity,"406,296.94",0.00,"406,296.94","12,614.00",32.21
M,MACYS INC,Consumer Discretionary,Equity,"1,423,274.06",0.01,"1,423,274.06","72,839.00",19.54
MA,MASTERCARD INC CLASS A,Financials,Equity,"119,106,534.24",0.69,"119,106,534.24","215,118.00",553.68
MAA,MID AMERICA APARTMENT COMMUNITIES,Real Estate,Equity,"3,951,504.37",0.02,"3,951,504.37","30,677.00",128.81
MAC,MACERICH REIT,Real Estate,Equity,"1,050,342.84",0.01,"1,050,342.84","62,077.00",16.92
MAN,MANPOWER INC,Industrials,Equity,"354,506.68",0.00,"354,506.68","11,762.00",30.14
MANH,MANHATTAN ASSOCIATES INC,Information Technology,Equity,"2,931,521.26",0.02,"2,931,521.26","16,298.00",179.87
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,Equity,"15,682,172.38",0.09,"15,682,172.38","59,794.00",262.27
MARA,MARA HOLDINGS INC,Information Technology,Equity,"1,759,234.56",0.01,"1,759,234.56","99,056.00",17.76
MAS,MASCO CORP,Industrials,Equity,"3,640,349.86",0.02,"3,640,349.86","56,014.00",64.99
MASI,MASIMO CORP,Health Care,Equity,"1,607,328.24",0.01,"1,607,328.24","11,356.00",141.54
MASS,908 DEVICES INC,Information Technology,Equity,"59,590.30",0.00,"59,590.30","7,810.00",7.63
MAT,MATTEL INC,Consumer Discretionary,Equity,"1,626,085.89",0.01,"1,626,085.89","87,471.00",18.59
MATV,MATIV HOLDINGS INC,Materials,Equity,"145,074.30",0.00,"145,074.30","13,622.00",10.65
MATW,MATTHEWS INTERNATIONAL CORP CLASS,Consumer Discretionary,Equity,"180,393.28",0.00,"180,393.28","7,816.00",23.08
MATX,MATSON INC,Industrials,Equity,"793,336.83",0.00,"793,336.83","8,151.00",97.33
MAX,MEDIAALPHA INC CLASS A,Communication,Equity,"91,260.26",0.00,"91,260.26","7,462.00",12.23
MBC,MASTERBRAND INC,Industrials,Equity,"427,047.12",0.00,"427,047.12","33,732.00",12.66
MBCN,MIDDLEFIELD BANC CORP,Financials,Equity,"136,585.08",0.00,"136,585.08","4,149.00",32.92
MBI,MBIA INC,Financials,Equity,"100,048.50",0.00,"100,048.50","14,822.00",6.75
MBIN,MERCHANTS BANCORP,Financials,Equity,"160,446.37",0.00,"160,446.37","5,131.00",31.27
MBUU,MALIBU BOATS CLASS A INC,Consumer Discretionary,Equity,"141,996.90",0.00,"141,996.90","5,030.00",28.23
MBWM,MERCANTILE BANK CORP,Financials,Equity,"206,173.10",0.00,"206,173.10","4,705.00",43.82
MC,MOELIS CLASS A,Financials,Equity,"1,049,593.37",0.01,"1,049,593.37","16,331.00",64.27
MCB,METROPOLITAN BANK HOLDING CORP,Financials,Equity,"161,735.28",0.00,"161,735.28","2,427.00",66.64
MCBS,METROCITY BANKSHARES INC,Financials,Equity,"191,241.75",0.00,"191,241.75","7,485.00",25.55
MCD,MCDONALDS CORP,Consumer Discretionary,Equity,"57,120,558.96",0.33,"57,120,558.96","188,872.00",302.43
MCFT,MASTERCRAFT BOAT HOLDINGS INC,Consumer Discretionary,Equity,"105,386.40",0.00,"105,386.40","5,166.00",20.40
MCHB,MECHANICS BANCORP CLASS A,Financials,Equity,"65,811.84",0.00,"65,811.84","4,832.00",13.62
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,Equity,"8,742,062.94",0.05,"8,742,062.94","140,842.00",62.07
MCK,MCKESSON CORP,Health Care,Equity,"27,295,323.92",0.16,"27,295,323.92","33,064.00",825.53
MCO,MOODYS CORP,Financials,Equity,"19,614,779.44",0.11,"19,614,779.44","40,952.00",478.97
MCRI,MONARCH CASINO AND RESORT INC,Consumer Discretionary,Equity,"322,292.10",0.00,"322,292.10","3,593.00",89.70
MCS,THE MARCUS CORP,Communication,Equity,"95,070.78",0.00,"95,070.78","7,186.00",13.23
MCW,MISTER CAR WASH INC,Consumer Discretionary,Equity,"112,580.04",0.00,"112,580.04","19,961.00",5.64
MCY,MERCURY GENERAL CORP,Financials,Equity,"538,135.73",0.00,"538,135.73","6,941.00",77.53
MD,PEDIATRIX MEDICAL GROUP INC,Health Care,Equity,"355,277.70",0.00,"355,277.70","20,430.00",17.39
MDB,MONGODB INC CLASS A,Information Technology,Equity,"7,220,838.58",0.04,"7,220,838.58","20,777.00",347.54
MDGL,MADRIGAL PHARMACEUTICALS INC,Health Care,Equity,"2,134,607.36",0.01,"2,134,607.36","4,993.00",427.52
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,Equity,"19,720,571.85",0.11,"19,720,571.85","341,334.00",57.77
MDT,MEDTRONIC PLC,Health Care,Equity,"30,896,868.86",0.18,"30,896,868.86","339,638.00",90.97
MDU,MDU RESOURCES GROUP INC,Utilities,Equity,"1,001,082.24",0.01,"1,001,082.24","51,496.00",19.44
MDXG,MIMEDX GROUP INC,Health Care,Equity,"244,029.80",0.00,"244,029.80","32,977.00",7.40
MED,MEDIFAST INC,Consumer Staples,Equity,"38,216.72",0.00,"38,216.72","3,148.00",12.14
MEDP,MEDPACE HOLDINGS INC,Health Care,Equity,"3,490,925.55",0.02,"3,490,925.55","6,015.00",580.37
MEG,MONTROSE ENVIRONMENTAL GRP INC,Industrials,Equity,"230,464.00",0.00,"230,464.00","8,864.00",26.00
MEI,METHODE ELECTRONICS INC,Information Technology,Equity,"60,968.48",0.00,"60,968.48","9,182.00",6.64
MET,METLIFE INC,Financials,Equity,"11,733,016.04",0.07,"11,733,016.04","148,219.00",79.16
META,META PLATFORMS INC CLASS A,Communication,Equity,"384,273,939.07",2.22,"384,273,939.07","576,581.00",666.47
METC,RAMACO RESOURCES INC CLASS A,Materials,Equity,"331,872.45",0.00,"331,872.45","11,193.00",29.65
MFA,MFA FINANCIAL INC,Financials,Equity,"262,720.76",0.00,"262,720.76","29,453.00",8.92
MGEE,MGE ENERGY INC,Utilities,Equity,"784,220.88",0.00,"784,220.88","9,384.00",83.57
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Equity,"1,658,112.00",0.01,"1,658,112.00","53,975.00",30.72
MGNI,MAGNITE INC,Communication,Equity,"580,629.33",0.00,"580,629.33","33,543.00",17.31
MGPI,MGP INGREDIENTS INC,Consumer Staples,Equity,"92,478.37",0.00,"92,478.37","3,823.00",24.19
MGRC,MCGRATH RENT,Industrials,Equity,"663,633.10",0.00,"663,633.10","6,070.00",109.33
MGTX,MEIRAGTX HOLDINGS PLC,Health Care,Equity,"147,729.06",0.00,"147,729.06","16,922.00",8.73
MGY,MAGNOLIA OIL GAS CORP CLASS A,Energy,Equity,"1,069,830.99",0.01,"1,069,830.99","47,739.00",22.41
MHK,MOHAWK INDUSTRIES INC,Consumer Discretionary,Equity,"1,583,005.05",0.01,"1,583,005.05","13,695.00",115.59
MHO,M I HOMES INC,Consumer Discretionary,Equity,"909,593.65",0.01,"909,593.65","7,199.00",126.35
MIDD,MIDDLEBY CORP,Industrials,Equity,"1,749,942.54",0.01,"1,749,942.54","14,211.00",123.14
MIR,MIRION TECHNOLOGIES INC CLASS A,Information Technology,Equity,"1,832,867.11",0.01,"1,832,867.11","63,137.00",29.03
MIRM,MIRUM PHARMACEUTICALS INC,Health Care,Equity,"741,927.20",0.00,"741,927.20","10,276.00",72.20
MITK,MITEK SYSTEMS INC,Information Technology,Equity,"99,967.56",0.00,"99,967.56","10,819.00",9.24
MKC,MCCORMICK & CO NON-VOTING INC,Consumer Staples,Equity,"4,296,395.76",0.02,"4,296,395.76","67,016.00",64.11
MKL,MARKEL GROUP INC,Financials,Equity,"6,336,564.22",0.04,"6,336,564.22","3,269.00","1,938.38"
MKSI,MKS INC,Information Technology,Equity,"2,420,511.25",0.01,"2,420,511.25","17,375.00",139.31
MKTX,MARKETAXESS HOLDINGS INC,Financials,Equity,"1,587,321.56",0.01,"1,587,321.56","9,922.00",159.98
MLAB,MESA LABORATORIES INC,Health Care,Equity,"103,311.18",0.00,"103,311.18","1,359.00",76.02
MLI,MUELLER INDUSTRIES INC,Industrials,Equity,"3,027,767.82",0.02,"3,027,767.82","28,721.00",105.42
MLKN,MILLERKNOLL INC,Industrials,Equity,"323,819.89",0.00,"323,819.89","20,771.00",15.59
MLM,MARTIN MARIETTA MATERIALS INC,Materials,Equity,"9,683,876.94",0.06,"9,683,876.94","15,797.00",613.02
MLR,MILLER INDUSTRIES INC,Industrials,Equity,"123,220.92",0.00,"123,220.92","3,012.00",40.91
MLYS,MINERALYS THERAPEUTICS INC,Health Care,Equity,"442,081.12",0.00,"442,081.12","10,751.00",41.12
MMC,MARSH & MCLENNAN INC,Financials,Equity,"23,346,987.57",0.13,"23,346,987.57","130,671.00",178.67
MMI,MARCUS & MILLICHAP INC,Real Estate,Equity,"169,274.68",0.00,"169,274.68","5,821.00",29.08
MMM,3M,Industrials,Equity,"23,430,500.70",0.14,"23,430,500.70","140,766.00",166.45
MMS,MAXIMUS INC,Industrials,Equity,"1,173,755.14",0.01,"1,173,755.14","14,062.00",83.47
MMSI,MERIT MEDICAL SYSTEMS INC,Health Care,Equity,"1,273,833.60",0.01,"1,273,833.60","15,340.00",83.04
MNKD,MANNKIND CORP,Health Care,Equity,"448,384.50",0.00,"448,384.50","80,790.00",5.55
MNMD,MIND MEDICINE SUBORDINATE VOTING I,Health Care,Equity,"255,400.86",0.00,"255,400.86","19,074.00",13.39
MNRO,MONRO INC,Consumer Discretionary,Equity,"122,049.52",0.00,"122,049.52","8,314.00",14.68
MNST,MONSTER BEVERAGE CORP,Consumer Staples,Equity,"12,234,234.60",0.07,"12,234,234.60","183,780.00",66.57
MNTK,MONTAUK RENEWABLES INC,Utilities,Equity,"37,522.68",0.00,"37,522.68","18,668.00",2.01
MO,ALTRIA GROUP INC,Consumer Staples,Equity,"25,389,828.86",0.15,"25,389,828.86","444,422.00",57.13
MOD,MODINE MANUFACTURING,Consumer Discretionary,Equity,"2,155,677.20",0.01,"2,155,677.20","14,071.00",153.20
MODG,TOPGOLF CALLAWAY BRANDS CORP,Consumer Discretionary,Equity,"344,984.57",0.00,"344,984.57","37,621.00",9.17
MOFG,MIDWESTONE FINANCIAL GROUP INC,Financials,Equity,"217,760.04",0.00,"217,760.04","5,989.00",36.36
MOGA,MOOG INC CLASS A,Industrials,Equity,"1,581,642.72",0.01,"1,581,642.72","7,588.00",208.44
MOH,MOLINA HEALTHCARE INC,Health Care,Equity,"2,134,438.60",0.01,"2,134,438.60","14,126.00",151.10
MORN,MORNINGSTAR INC,Financials,Equity,"1,327,964.99",0.01,"1,327,964.99","6,193.00",214.43
MOS,MOSAIC,Materials,Equity,"2,277,845.13",0.01,"2,277,845.13","82,203.00",27.71
MOV,MOVADO GROUP INC,Consumer Discretionary,Equity,"77,954.25",0.00,"77,954.25","4,295.00",18.15
MP,MP MATERIALS CORP CLASS A,Materials,Equity,"2,226,756.00",0.01,"2,226,756.00","34,300.00",64.92
MPB,MID PENN BANCORP INC,Financials,Equity,"159,237.49",0.00,"159,237.49","5,531.00",28.79
MPC,MARATHON PETROLEUM CORP,Energy,Equity,"15,869,701.23",0.09,"15,869,701.23","81,121.00",195.63
MPW,MEDICAL PROPERTIES TRUST REIT INC,Real Estate,Equity,"804,653.63",0.00,"804,653.63","155,639.00",5.17
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,Equity,"13,244,305.68",0.08,"13,244,305.68","12,178.00","1,087.56"
MQ,MARQETA INC CLASS A,Financials,Equity,"445,163.28",0.00,"445,163.28","100,262.00",4.44
MRC,MRC GLOBAL INC,Industrials,Equity,"323,020.80",0.00,"323,020.80","23,040.00",14.02
MRCY,MERCURY SYSTEMS INC,Industrials,Equity,"995,020.80",0.01,"995,020.80","12,956.00",76.80
MRK,MERCK & CO INC,Health Care,Equity,"57,450,314.52",0.33,"57,450,314.52","665,859.00",86.28
MRNA,MODERNA INC,Health Care,Equity,"2,629,570.44",0.02,"2,629,570.44","93,446.00",28.14
MRP,MILLROSE PROPERTIES INC CLASS A,Real Estate,Equity,"1,086,446.14",0.01,"1,086,446.14","33,553.00",32.38
MRTN,MARTEN TRANSPORT LTD,Industrials,Equity,"137,012.16",0.00,"137,012.16","13,924.00",9.84
MRVI,MARAVAI LIFESCIENCES HOLDINGS INC,Health Care,Equity,"92,529.52",0.00,"92,529.52","29,468.00",3.14
MRVL,MARVELL TECHNOLOGY INC,Information Technology,Equity,"20,263,576.02",0.12,"20,263,576.02","228,786.00",88.57
MRX,MAREX GROUP PLC,Financials,Equity,"424,491.20",0.00,"424,491.20","14,056.00",30.20
MS,MORGAN STANLEY,Financials,Equity,"50,249,451.38",0.29,"50,249,451.38","304,063.00",165.26
MSA,MSA SAFETY INC,Industrials,Equity,"1,494,343.20",0.01,"1,494,343.20","9,506.00",157.20
MSBI,MIDLAND STATES BANCORP INC,Financials,Equity,"98,362.80",0.00,"98,362.80","6,140.00",16.02
MSCI,MSCI INC,Financials,Equity,"11,553,752.82",0.07,"11,553,752.82","19,813.00",583.14
MSEX,MIDDLESEX WATER,Utilities,Equity,"292,511.88",0.00,"292,511.88","5,139.00",56.92
MSFT,MICROSOFT CORP,Information Technology,Equity,"1,030,002,220.48",5.95,"1,030,002,220.48","1,959,073.00",525.76
MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,Communication,Equity,"494,509.47",0.00,"494,509.47","11,221.00",44.07
MSGS,MADISON SQUARE GARDEN SPORTS CORP,Communication,Equity,"953,249.57",0.01,"953,249.57","4,241.00",224.77
MSI,MOTOROLA SOLUTIONS INC,Information Technology,Equity,"19,010,575.84",0.11,"19,010,575.84","44,008.00",431.98
MSM,MSC INDUSTRIAL INC CLASS A,Industrials,Equity,"1,036,784.88",0.01,"1,036,784.88","12,186.00",85.08
MSTR,STRATEGY INC CLASS A,Information Technology,Equity,"17,740,474.16",0.10,"17,740,474.16","69,688.00",254.57
MTB,M&T BANK CORP,Financials,Equity,"7,554,210.00",0.04,"7,554,210.00","41,325.00",182.80
MTCH,MATCH GROUP INC,Communication,Equity,"2,198,499.50",0.01,"2,198,499.50","68,065.00",32.30
MTD,METTLER TOLEDO INC,Health Care,Equity,"7,490,934.40",0.04,"7,490,934.40","5,440.00","1,377.01"
MTDR,MATADOR RESOURCES,Energy,Equity,"1,275,147.60",0.01,"1,275,147.60","32,430.00",39.32
MTG,MGIC INVESTMENT CORP,Financials,Equity,"1,690,150.00",0.01,"1,690,150.00","61,460.00",27.50
MTH,MERITAGE CORP,Consumer Discretionary,Equity,"1,305,063.20",0.01,"1,305,063.20","19,340.00",67.48
MTN,VAIL RESORTS INC,Consumer Discretionary,Equity,"1,456,331.75",0.01,"1,456,331.75","10,025.00",145.27
MTRN,MATERION CORP,Materials,Equity,"571,081.44",0.00,"571,081.44","4,944.00",115.51
MTSI,MACOM TECHNOLOGY SOLUTIONS INC,Information Technology,Equity,"2,479,040.60",0.01,"2,479,040.60","16,460.00",150.61
MTSR,METSERA INC,Health Care,Equity,"888,205.01",0.01,"888,205.01","13,937.00",63.73
MTUS,METALLUS INC,Materials,Equity,"174,889.60",0.00,"174,889.60","9,920.00",17.63
MTW,MANITOWOC INC,Industrials,Equity,"93,746.88",0.00,"93,746.88","9,084.00",10.32
MTX,MINERALS TECHNOLOGIES INC,Materials,Equity,"440,704.72",0.00,"440,704.72","7,978.00",55.24
MTZ,MASTEC INC,Industrials,Equity,"3,542,798.05",0.02,"3,542,798.05","16,559.00",213.95
MU,MICRON TECHNOLOGY INC,Information Technology,Equity,"66,002,530.41",0.38,"66,002,530.41","294,641.00",224.01
MUR,MURPHY OIL CORP,Energy,Equity,"1,055,221.29",0.01,"1,055,221.29","37,539.00",28.11
MUSA,MURPHY USA INC,Consumer Discretionary,Equity,"1,768,232.90",0.01,"1,768,232.90","4,865.00",363.46
MVBF,MVB FINANCIAL CORP,Financials,Equity,"145,225.96",0.00,"145,225.96","5,524.00",26.29
MVIS,MICROVISION INC,Information Technology,Equity,"46,995.36",0.00,"46,995.36","41,224.00",1.14
MVST,MICROVAST HOLDINGS INC,Industrials,Equity,"281,578.08",0.00,"281,578.08","51,856.00",5.43
MWA,MUELLER WATER PRODUCTS INC SERIES,Industrials,Equity,"1,016,934.66",0.01,"1,016,934.66","39,693.00",25.62
MXCT,MAXCYTE INC,Health Care,Equity,"37,393.64",0.00,"37,393.64","24,764.00",1.51
MXL,MAXLINEAR INC,Information Technology,Equity,"282,201.25",0.00,"282,201.25","18,505.00",15.25
MYE,MYERS INDUSTRIES INC,Materials,Equity,"161,439.85",0.00,"161,439.85","9,581.00",16.85
MYGN,MYRIAD GENETICS INC,Health Care,Equity,"178,485.45",0.00,"178,485.45","22,451.00",7.95
MYPS,PLAYSTUDIOS INC CLASS A,Communication,Equity,"25,674.22",0.00,"25,674.22","27,313.00",0.94
MYRG,MYR GROUP INC,Industrials,Equity,"860,525.90",0.00,"860,525.90","4,030.00",213.53
MZTI,MARZETTI,Consumer Staples,Equity,"782,809.39",0.00,"782,809.39","4,987.00",156.97
NABL,N ABLE INC,Information Technology,Equity,"137,723.25",0.00,"137,723.25","17,725.00",7.77
NAGE,NIAGEN BIOSCIENCE INC,Health Care,Equity,"145,392.39",0.00,"145,392.39","20,449.00",7.11
NAT,NORDIC AMERICAN TANKERS LTD,Energy,Equity,"186,777.31",0.00,"186,777.31","50,893.00",3.67
NATL,NCR ATLEOS CORP,Financials,Equity,"775,375.68",0.00,"775,375.68","21,162.00",36.64
NAVI,NAVIENT CORP,Financials,Equity,"299,905.87",0.00,"299,905.87","25,013.00",11.99
NBBK,NB BANCORP INC,Financials,Equity,"184,787.76",0.00,"184,787.76","10,198.00",18.12
NBHC,NATIONAL BANK HOLDINGS CORP CLASS,Financials,Equity,"295,309.35",0.00,"295,309.35","8,169.00",36.15
NBIX,NEUROCRINE BIOSCIENCES INC,Health Care,Equity,"3,580,619.56",0.02,"3,580,619.56","25,939.00",138.04
NBN,NORTHEAST BANK,Financials,Equity,"107,992.75",0.00,"107,992.75","1,255.00",86.05
NBR,NABORS INDUSTRIES LTD,Energy,Equity,"110,028.20",0.00,"110,028.20","2,230.00",49.34
NBTB,NBT BANCORP INC,Financials,Equity,"471,060.66",0.00,"471,060.66","11,634.00",40.49
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,Consumer Discretionary,Equity,"2,530,880.22",0.01,"2,530,880.22","113,901.00",22.22
NCMI,NATIONAL CINEMEDIA INC,Communication,Equity,"97,218.56",0.00,"97,218.56","24,064.00",4.04
NCNO,NCINO INC,Information Technology,Equity,"752,731.60",0.00,"752,731.60","28,087.00",26.80
NDAQ,NASDAQ INC,Financials,Equity,"9,304,046.56",0.05,"9,304,046.56","108,616.00",85.66
NDSN,NORDSON CORP,Industrials,Equity,"3,290,954.42",0.02,"3,290,954.42","14,198.00",231.79
NE,NOBLE CORPORATION PLC,Energy,Equity,"1,087,208.00",0.01,"1,087,208.00","36,730.00",29.60
NECB,NORTHEAST COMMUNITY BANCORP INC,Financials,Equity,"140,179.80",0.00,"140,179.80","6,995.00",20.04
NEE,NEXTERA ENERGY INC,Utilities,Equity,"44,431,018.84",0.26,"44,431,018.84","544,231.00",81.64
NEM,NEWMONT,Materials,Equity,"23,870,558.48",0.14,"23,870,558.48","290,008.00",82.31
NEO,NEOGENOMICS INC,Health Care,Equity,"328,975.50",0.00,"328,975.50","33,950.00",9.69
NEOG,NEOGEN CORP,Health Care,Equity,"338,424.00",0.00,"338,424.00","56,404.00",6.00
NET,CLOUDFLARE INC CLASS A,Information Technology,Equity,"18,174,690.00",0.10,"18,174,690.00","81,684.00",222.50
NEU,NEWMARKET CORP,Materials,Equity,"1,154,757.60",0.01,"1,154,757.60","1,544.00",747.90
NEWT,NEWTEKONE INC,Financials,Equity,"67,018.44",0.00,"67,018.44","6,564.00",10.21
NEXT,NEXTDECADE CORP,Energy,Equity,"179,660.49",0.00,"179,660.49","31,137.00",5.77
NFBK,NORTHFIELD BANCORP INC,Financials,Equity,"124,490.80",0.00,"124,490.80","12,110.00",10.28
NFE,NEW FORTRESS ENERGY INC CLASS A,Energy,Equity,"70,434.72",0.00,"70,434.72","57,264.00",1.23
NFG,NATIONAL FUEL GAS,Utilities,Equity,"1,921,844.28",0.01,"1,921,844.28","24,229.00",79.32
NFLX,NETFLIX INC,Communication,Equity,"121,851,477.00",0.70,"121,851,477.00","111,893.00","1,089.00"
NG,NOVAGOLD RESOURCES INC,Materials,Equity,"701,582.70",0.00,"701,582.70","84,630.00",8.29
NGNE,NEUROGENE INC,Health Care,Equity,"143,363.64",0.00,"143,363.64","4,326.00",33.14
NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,Consumer Staples,Equity,"125,716.16",0.00,"125,716.16","3,496.00",35.96
NGVT,INGEVITY CORP,Materials,Equity,"513,642.49",0.00,"513,642.49","9,599.00",53.51
NHC,NATIONAL HEALTHCARE CORP,Health Care,Equity,"421,271.61",0.00,"421,271.61","3,459.00",121.79
NHI,NATIONAL HEALTH INVESTORS REIT INC,Real Estate,Equity,"844,982.25",0.00,"844,982.25","11,229.00",75.25
NI,NISOURCE INC,Utilities,Equity,"5,203,307.78",0.03,"5,203,307.78","123,506.00",42.13
NIC,NICOLET BANKSHARES INC,Financials,Equity,"373,564.95",0.00,"373,564.95","3,219.00",116.05
NJR,NEW JERSEY RESOURCES CORP,Utilities,Equity,"1,166,661.43",0.01,"1,166,661.43","26,059.00",44.77
NKE,NIKE INC CLASS B,Consumer Discretionary,Equity,"19,783,337.20",0.11,"19,783,337.20","304,828.00",64.90
NKTX,NKARTA INC,Health Care,Equity,"17,894.24",0.00,"17,894.24","8,603.00",2.08
