Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price
FR,FIRST INDUSTRIAL REALTY TRUST INC,Real Estate,Equity,"1,897,885.02",0.01,"1,897,885.02","33,994.00",55.83
FRBA,FIRST BANK,Financials,Equity,"144,797.40",0.00,"144,797.40","9,270.00",15.62
FRGE,FORGE GLOBAL HOLDINGS INC,Financials,Equity,"66,100.23",0.00,"66,100.23","3,073.00",21.51
FRHC,FREEDOM HOLDING CORP,Financials,Equity,"713,700.40",0.00,"713,700.40","4,648.00",153.55
FRME,FIRST MERCHANTS CORP,Financials,Equity,"505,396.08",0.00,"505,396.08","14,133.00",35.76
FRPH,FRP HOLDINGS INC,Real Estate,Equity,"117,242.30",0.00,"117,242.30","4,970.00",23.59
FRPT,FRESHPET INC,Consumer Staples,Equity,"607,807.20",0.00,"607,807.20","12,012.00",50.60
FRSH,FRESHWORKS INC CLASS A,Information Technology,Equity,"583,235.73",0.00,"583,235.73","53,361.00",10.93
FRST,PRIMIS FINANCIAL CORP,Financials,Equity,"102,602.62",0.00,"102,602.62","9,598.00",10.69
FRT,FEDERAL REALTY INVESTMENT TRUST RE,Real Estate,Equity,"2,098,998.75",0.01,"2,098,998.75","22,125.00",94.87
FSBC,FIVE STAR BANCORP,Financials,Equity,"138,182.50",0.00,"138,182.50","3,875.00",35.66
FSBW,FS BANCORP INC,Financials,Equity,"122,086.78",0.00,"122,086.78","3,181.00",38.38
FSLR,FIRST SOLAR INC,Information Technology,Equity,"6,245,929.20",0.04,"6,245,929.20","26,740.00",233.58
FSLY,FASTLY INC CLASS A,Information Technology,Equity,"259,772.94",0.00,"259,772.94","32,553.00",7.98
FSS,FEDERAL SIGNAL CORP,Industrials,Equity,"1,922,476.62",0.01,"1,922,476.62","16,606.00",115.77
FTAI,FTAI AVIATION LTD,Industrials,Equity,"5,040,092.12",0.03,"5,040,092.12","26,987.00",186.76
FTDR,FRONTDOOR INC,Consumer Discretionary,Equity,"1,339,224.06",0.01,"1,339,224.06","19,923.00",67.22
FTI,TECHNIPFMC PLC,Energy,Equity,"4,572,912.54",0.03,"4,572,912.54","109,426.00",41.79
FTNT,FORTINET INC,Information Technology,Equity,"14,155,030.40",0.08,"14,155,030.40","168,112.00",84.20
FTRE,FORTREA HOLDINGS INC,Health Care,Equity,"231,522.49",0.00,"231,522.49","23,083.00",10.03
FTV,FORTIVE CORP,Industrials,Equity,"4,553,050.00",0.03,"4,553,050.00","88,840.00",51.25
FUBO,FUBOTV INC CLASS A,Communication,Equity,"319,942.56",0.00,"319,942.56","87,416.00",3.66
FUL,HB FULLER,Materials,Equity,"854,798.55",0.00,"854,798.55","14,879.00",57.45
FULC,FULCRUM THERAPEUTICS INC,Health Care,Equity,"193,224.80",0.00,"193,224.80","22,468.00",8.60
FULT,FULTON FINANCIAL CORP,Financials,Equity,"761,689.50",0.00,"761,689.50","43,550.00",17.49
FUN,SIX FLAGS ENTERTAINMENT CORP,Consumer Discretionary,Equity,"550,771.36",0.00,"550,771.36","24,392.00",22.58
FWONA,LIBERTY MEDIA FORMULA ONE SERIES A,Communication,Equity,"583,835.55",0.00,"583,835.55","6,495.00",89.89
FWONK,LIBERTY MEDIA FORMULA ONE SERIES C,Communication,Equity,"5,515,771.92",0.03,"5,515,771.92","55,992.00",98.51
FWRD,FORWARD AIR CORP,Industrials,Equity,"135,114.79",0.00,"135,114.79","7,237.00",18.67
FWRG,FIRST WATCH RESTAURANT GROUP INC,Consumer Discretionary,Equity,"103,870.51",0.00,"103,870.51","6,299.00",16.49
FYBR,FRONTIER COMMUNICATIONS PARENT INC,Communication,Equity,"2,328,148.99",0.01,"2,328,148.99","61,771.00",37.69
G,GENPACT LTD,Industrials,Equity,"1,616,326.12",0.01,"1,616,326.12","42,401.00",38.12
GABC,GERMAN AMERICAN BANCORP INC,Financials,Equity,"405,254.02",0.00,"405,254.02","10,442.00",38.81
GAP,GAP INC,Consumer Discretionary,Equity,"1,409,066.25",0.01,"1,409,066.25","60,605.00",23.25
GATX,GATX CORP,Industrials,Equity,"1,411,640.94",0.01,"1,411,640.94","8,913.00",158.38
GBCI,GLACIER BANCORP INC,Financials,Equity,"1,397,004.36",0.01,"1,397,004.36","34,316.00",40.71
GBTG,GLOBAL BUSINESS TRAVEL GROUP INC C,Consumer Discretionary,Equity,"259,364.90",0.00,"259,364.90","32,831.00",7.90
GBX,GREENBRIER INC,Industrials,Equity,"341,303.14",0.00,"341,303.14","8,266.00",41.29
GCI,GANNETT CO INC,Communication,Equity,"135,717.75",0.00,"135,717.75","25,851.00",5.25
GCMG,GCM GROSVENOR INC CLASS A,Financials,Equity,"148,544.55",0.00,"148,544.55","12,861.00",11.55
GCO,GENESCO INC,Consumer Discretionary,Equity,"90,630.92",0.00,"90,630.92","3,148.00",28.79
GCT,GIGACLOUD TECHNOLOGY INC CLASS A,Consumer Discretionary,Equity,"168,024.43",0.00,"168,024.43","6,139.00",27.37
GD,GENERAL DYNAMICS CORP,Industrials,Equity,"22,946,084.16",0.13,"22,946,084.16","66,576.00",344.66
GDDY,GODADDY INC CLASS A,Information Technology,Equity,"4,589,635.62",0.03,"4,589,635.62","36,213.00",126.74
GDEN,GOLDEN ENTERTAINMENT INC,Consumer Discretionary,Equity,"105,553.14",0.00,"105,553.14","5,159.00",20.46
GDOT,GREEN DOT CORP CLASS A,Financials,Equity,"167,032.80",0.00,"167,032.80","14,060.00",11.88
GDYN,GRID DYNAMICS HOLDINGS INC CLASS A,Information Technology,Equity,"85,196.00",0.00,"85,196.00","11,210.00",7.60
GE,GE AEROSPACE,Industrials,Equity,"86,281,291.25",0.50,"86,281,291.25","277,655.00",310.75
GEF,GREIF INC CLASS A,Materials,Equity,"353,932.80",0.00,"353,932.80","6,240.00",56.72
GEFB,GREIF INC CLASS B,Materials,Equity,"116,387.27",0.00,"116,387.27","1,973.00",58.99
GEHC,GE HEALTHCARE TECHNOLOGIES INC,Health Care,Equity,"9,011,250.00",0.05,"9,011,250.00","120,150.00",75.00
GEN,GEN DIGITAL INC,Information Technology,Equity,"3,770,370.26",0.02,"3,770,370.26","144,514.00",26.09
GENI,GENIUS SPORTS LTD,Consumer Discretionary,Equity,"646,620.80",0.00,"646,620.80","57,734.00",11.20
GEO,GEO GROUP INC,Industrials,Equity,"540,273.24",0.00,"540,273.24","32,724.00",16.51
GERN,GERON CORP,Health Care,Equity,"202,201.84",0.00,"202,201.84","163,066.00",1.24
GETY,GETTY IMAGES HOLDINGS INC CLASS A,Communication,Equity,"76,721.70",0.00,"76,721.70","38,170.00",2.01
GEV,GE VERNOVA INC,Industrials,Equity,"41,439,242.95",0.24,"41,439,242.95","72,185.00",574.07
GFF,GRIFFON CORP,Industrials,Equity,"820,112.26",0.00,"820,112.26","10,967.00",74.78
GFS,GLOBALFOUNDRIES INC,Information Technology,Equity,"934,747.32",0.01,"934,747.32","25,922.00",36.06
GGG,GRACO INC,Industrials,Equity,"3,524,761.34",0.02,"3,524,761.34","43,699.00",80.66
GH,GUARDANT HEALTH INC,Health Care,Equity,"2,981,331.42",0.02,"2,981,331.42","32,262.00",92.41
GHC,GRAHAM HOLDINGS COMPANY CLASS B,Consumer Discretionary,Equity,"869,578.44",0.01,"869,578.44",834.00,"1,042.66"
GHM,GRAHAM CORP,Industrials,Equity,"275,670.40",0.00,"275,670.40","4,432.00",62.20
GIC,GLOBAL INDUSTRIAL,Industrials,Equity,"110,481.30",0.00,"110,481.30","3,915.00",28.22
GIII,G III APPAREL GROUP LTD,Consumer Discretionary,Equity,"303,692.72",0.00,"303,692.72","11,108.00",27.34
GILD,GILEAD SCIENCES INC,Health Care,Equity,"39,022,782.12",0.23,"39,022,782.12","329,473.00",118.44
GIS,GENERAL MILLS INC,Consumer Staples,Equity,"6,843,798.90",0.04,"6,843,798.90","145,458.00",47.05
GKOS,GLAUKOS CORP,Health Care,Equity,"1,286,621.20",0.01,"1,286,621.20","14,654.00",87.80
GL,GLOBE LIFE INC,Financials,Equity,"2,894,873.52",0.02,"2,894,873.52","21,858.00",132.44
GLDD,GREAT LAKES DREDGE AND DOCK CORP,Industrials,Equity,"165,664.80",0.00,"165,664.80","14,532.00",11.40
GLIBA,GCI LIBERTY INC SERIES A,Communication,Equity,"29,431.19",0.00,"29,431.19",811.00,36.29
GLIBK,GCI LIBERTY INC SERIES C,Communication,Equity,"207,791.87",0.00,"207,791.87","5,707.00",36.41
GLNG,GOLAR LNG LTD,Energy,Equity,"1,009,820.60",0.01,"1,009,820.60","24,940.00",40.49
GLOB,GLOBANT SA,Information Technology,Equity,"645,597.55",0.00,"645,597.55","10,751.00",60.05
GLPI,GAMING AND LEISURE PROPERTIES REIT,Real Estate,Equity,"3,027,231.46",0.02,"3,027,231.46","70,829.00",42.74
GLRE,GREENLIGHT CAPITAL LTD CLASS A,Financials,Equity,"131,210.21",0.00,"131,210.21","10,817.00",12.13
GLUE,MONTE ROSA THERAPEUTICS INC,Health Care,Equity,"181,983.88",0.00,"181,983.88","13,988.00",13.01
GLW,CORNING INC,Information Technology,Equity,"18,605,805.20",0.11,"18,605,805.20","206,090.00",90.28
GM,GENERAL MOTORS,Consumer Discretionary,Equity,"17,258,281.74",0.10,"17,258,281.74","251,322.00",68.67
GME,GAMESTOP CORP CLASS A,Consumer Discretionary,Equity,"2,423,963.00",0.01,"2,423,963.00","107,350.00",22.58
GMED,GLOBUS MEDICAL INC CLASS A,Health Care,Equity,"1,792,272.24",0.01,"1,792,272.24","29,517.00",60.72
GMRE,GLOBAL MEDICAL REIT INC,Real Estate,Equity,"71,176.00",0.00,"71,176.00","2,296.00",31.00
GNE,GENIE ENERGY LTD CLASS B,Utilities,Equity,"57,427.04",0.00,"57,427.04","3,896.00",14.74
GNK,GENCO SHIPPING AND TRADING LTD,Industrials,Equity,"149,343.04",0.00,"149,343.04","8,932.00",16.72
GNL,GLOBAL NET LEASE INC,Real Estate,Equity,"415,563.30",0.00,"415,563.30","54,322.00",7.65
GNRC,GENERAC HOLDINGS INC,Industrials,Equity,"2,543,396.76",0.01,"2,543,396.76","15,342.00",165.78
GNTX,GENTEX CORP,Consumer Discretionary,Equity,"1,458,976.56",0.01,"1,458,976.56","61,926.00",23.56
GNW,GENWORTH FINANCIAL INC,Financials,Equity,"904,476.40",0.01,"904,476.40","107,420.00",8.42
GO,GROCERY OUTLET HOLDING CORP,Consumer Staples,Equity,"353,233.94",0.00,"353,233.94","25,859.00",13.66
GOGO,GOGO INC,Communication,Equity,"151,809.84",0.00,"151,809.84","17,212.00",8.82
GOLF,ACUSHNET HOLDINGS CORP,Consumer Discretionary,Equity,"551,238.48",0.00,"551,238.48","7,032.00",78.39
GOOD,GLADSTONE COMMERCIAL REIT CORP,Real Estate,Equity,"109,362.52",0.00,"109,362.52","9,661.00",11.32
GOOG,ALPHABET INC CLASS C,Communication,Equity,"352,444,065.50",2.04,"352,444,065.50","1,250,245.00",281.90
GOOGL,ALPHABET INC CLASS A,Communication,Equity,"432,103,607.24",2.50,"432,103,607.24","1,535,113.00",281.48
GPC,GENUINE PARTS,Consumer Discretionary,Equity,"4,695,588.00",0.03,"4,695,588.00","36,570.00",128.40
GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary,Equity,"1,315,572.72",0.01,"1,315,572.72","3,324.00",395.78
GPK,GRAPHIC PACKAGING HOLDING,Materials,Equity,"1,234,208.14",0.01,"1,234,208.14","76,802.00",16.07
GPN,GLOBAL PAYMENTS INC,Financials,Equity,"5,061,340.80",0.03,"5,061,340.80","64,320.00",78.69
GPOR,GULFPORT ENERGY CORP,Energy,Equity,"673,494.64",0.00,"673,494.64","3,692.00",182.42
GPRE,GREEN PLAINS INC,Energy,Equity,"95,349.49",0.00,"95,349.49","9,641.00",9.89
GRAL,GRAIL INC,Health Care,Equity,"634,404.00",0.00,"634,404.00","6,960.00",91.15
GRBK,GREEN BRICK PARTNERS INC,Consumer Discretionary,Equity,"539,725.83",0.00,"539,725.83","8,169.00",66.07
GRC,GORMAN-RUPP,Industrials,Equity,"209,928.64",0.00,"209,928.64","4,688.00",44.78
GRMN,GARMIN LTD,Consumer Discretionary,Equity,"9,229,951.92",0.05,"9,229,951.92","42,936.00",214.97
GRND,GRINDR INC,Communication,Equity,"89,298.81",0.00,"89,298.81","6,429.00",13.89
GRNT,GRANITE RIDGE RESOURCES INC,Energy,Equity,"111,077.20",0.00,"111,077.20","21,361.00",5.20
GRPN,GROUPON INC,Consumer Discretionary,Equity,"127,942.02",0.00,"127,942.02","6,521.00",19.62
GS,GOLDMAN SACHS GROUP INC,Financials,Equity,"62,703,146.80",0.36,"62,703,146.80","79,355.00",790.16
GSAT,GLOBALSTAR VOTING INC,Communication,Equity,"575,032.72",0.00,"575,032.72","11,324.00",50.78
GSBC,GREAT SOUTHERN BANCORP INC,Financials,Equity,"141,735.82",0.00,"141,735.82","2,546.00",55.67
GSHD,GOOSEHEAD INSURANCE INC CLASS A,Financials,Equity,"425,157.76",0.00,"425,157.76","6,256.00",67.96
GT,GOODYEAR TIRE & RUBBER,Consumer Discretionary,Equity,"513,198.79",0.00,"513,198.79","74,269.00",6.91
GTES,GATES INDUSTRIAL PLC,Industrials,Equity,"1,367,474.16",0.01,"1,367,474.16","62,556.00",21.86
GTLB,GITLAB INC CLASS A,Information Technology,Equity,"1,624,765.60",0.01,"1,624,765.60","34,220.00",47.48
GTLS,CHART INDUSTRIES INC,Industrials,Equity,"2,380,239.00",0.01,"2,380,239.00","11,940.00",199.35
GTM,ZOOMINFO TECHNOLOGIES INC,Communication,Equity,"890,181.20",0.01,"890,181.20","81,668.00",10.90
GTN,GRAY MEDIA INC,Communication,Equity,"95,706.71",0.00,"95,706.71","21,221.00",4.51
GTX,GARRETT MOTION INC,Consumer Discretionary,Equity,"557,650.75",0.00,"557,650.75","33,095.00",16.85
GTXI,GTXI INC - CVR,Health Care,Equity,0.01,0.00,0.01,684.00,0.00
GTY,GETTY REALTY REIT CORP,Real Estate,Equity,"322,479.56",0.00,"322,479.56","11,701.00",27.56
GVA,GRANITE CONSTRUCTION INC,Industrials,Equity,"1,122,588.76",0.01,"1,122,588.76","10,918.00",102.82
GWRE,GUIDEWIRE SOFTWARE INC,Information Technology,Equity,"5,242,140.66",0.03,"5,242,140.66","22,173.00",236.42
GWW,WW GRAINGER INC,Industrials,Equity,"11,158,364.56",0.06,"11,158,364.56","11,669.00",956.24
GXO,GXO LOGISTICS INC,Industrials,Equity,"1,649,280.72",0.01,"1,649,280.72","30,633.00",53.84
H,HYATT HOTELS CORP CLASS A,Consumer Discretionary,Equity,"1,621,409.98",0.01,"1,621,409.98","11,537.00",140.54
HAE,HAEMONETICS CORP,Health Care,Equity,"676,164.74",0.00,"676,164.74","13,526.00",49.99
HAFC,HANMI FINANCIAL CORP,Financials,Equity,"228,524.88",0.00,"228,524.88","8,508.00",26.86
HAIN,HAIN CELESTIAL GROUP INC,Consumer Staples,Equity,"29,832.54",0.00,"29,832.54","23,126.00",1.29
HAL,HALLIBURTON,Energy,Equity,"6,064,921.60",0.04,"6,064,921.60","224,960.00",26.96
HALO,HALOZYME THERAPEUTICS INC,Health Care,Equity,"2,110,492.65",0.01,"2,110,492.65","32,655.00",64.63
HAS,HASBRO INC,Consumer Discretionary,Equity,"2,806,705.75",0.02,"2,806,705.75","36,665.00",76.55
HASI,HA SUSTAINABLE INFRASTRUCTURE CAPI,Financials,Equity,"865,924.71",0.01,"865,924.71","31,227.00",27.73
HAYW,HAYWARD HOLDINGS INC,Industrials,Equity,"900,244.38",0.01,"900,244.38","52,279.00",17.22
HBAN,HUNTINGTON BANCSHARES INC,Financials,Equity,"6,161,045.24",0.04,"6,161,045.24","402,157.00",15.32
HBCP,HOME BANCORP INC,Financials,Equity,"154,108.35",0.00,"154,108.35","2,865.00",53.79
HBI,HANESBRANDS INC,Consumer Discretionary,Equity,"623,847.92",0.00,"623,847.92","93,953.00",6.64
HBNC,HORIZON BANCORP INC,Financials,Equity,"163,499.80",0.00,"163,499.80","10,414.00",15.70
HBT,HBT FINANCIAL INC,Financials,Equity,"121,950.72",0.00,"121,950.72","5,056.00",24.12
HCA,HCA HEALTHCARE INC,Health Care,Equity,"21,055,014.00",0.12,"21,055,014.00","45,105.00",466.80
HCAT,HEALTH CATALYST INC,Health Care,Equity,"39,150.08",0.00,"39,150.08","11,936.00",3.28
HCC,WARRIOR MET COAL INC,Materials,Equity,"926,131.68",0.01,"926,131.68","14,372.00",64.44
HCI,HCI GROUP INC,Financials,Equity,"485,810.00",0.00,"485,810.00","2,405.00",202.00
HCKT,HACKETT GROUP INC,Information Technology,Equity,"140,513.56",0.00,"140,513.56","7,789.00",18.04
HCSG,HEALTHCARE SERVICES GROUP INC,Industrials,Equity,"365,742.25",0.00,"365,742.25","19,975.00",18.31
HD,HOME DEPOT INC,Consumer Discretionary,Equity,"99,823,547.75",0.58,"99,823,547.75","263,005.00",379.55
HDSN,HUDSON TECHNOLOGIES INC,Industrials,Equity,"102,937.19",0.00,"102,937.19","11,201.00",9.19
HE,HAWAIIAN ELECTRIC INDUSTRIES INC,Utilities,Equity,"502,467.78",0.00,"502,467.78","43,391.00",11.58
HEI,HEICO CORP,Industrials,Equity,"3,470,730.72",0.02,"3,470,730.72","11,184.00",310.33
HEIA,HEICO CORP CLASS A,Industrials,Equity,"4,774,234.96",0.03,"4,774,234.96","19,756.00",241.66
HELE,HELEN OF TROY LTD,Consumer Discretionary,Equity,"120,781.04",0.00,"120,781.04","6,317.00",19.12
HFWA,HERITAGE FINANCIAL CORP,Financials,Equity,"202,768.40",0.00,"202,768.40","9,032.00",22.45
HG,HAMILTON INSURANCE GROUP LTD CLASS,Financials,Equity,"246,928.75",0.00,"246,928.75","10,397.00",23.75
HGV,HILTON GRAND VACATIONS INC,Consumer Discretionary,Equity,"658,118.52",0.00,"658,118.52","15,966.00",41.22
HHH,HOWARD HUGHES HOLDINGS INC,Real Estate,Equity,"602,846.16",0.00,"602,846.16","7,662.00",78.68
HI,HILLENBRAND INC,Industrials,Equity,"590,395.15",0.00,"590,395.15","18,713.00",31.55
HIFS,HINGHAM INSTITUTION FOR SAVINGS,Financials,Equity,"133,507.78",0.00,"133,507.78",454.00,294.07
HIG,HARTFORD INSURANCE GROUP INC,Financials,Equity,"9,232,091.88",0.05,"9,232,091.88","74,778.00",123.46
HII,HUNTINGTON INGALLS INDUSTRIES INC,Industrials,Equity,"3,403,519.69",0.02,"3,403,519.69","10,667.00",319.07
HIMS,HIMS HERS HEALTH INC CLASS A,Health Care,Equity,"2,188,460.20",0.01,"2,188,460.20","49,670.00",44.06
HIPO,HIPPO HOLDINGS INC,Financials,Equity,"235,163.50",0.00,"235,163.50","6,325.00",37.18
HIW,HIGHWOODS PROPERTIES REIT INC,Real Estate,Equity,"766,349.12",0.00,"766,349.12","26,758.00",28.64
HL,HECLA MINING,Materials,Equity,"2,131,363.80",0.01,"2,131,363.80","165,222.00",12.90
HLF,HERBALIFE LTD,Consumer Staples,Equity,"216,961.25",0.00,"216,961.25","27,995.00",7.75
HLI,HOULIHAN LOKEY INC CLASS A,Financials,Equity,"2,893,890.09",0.02,"2,893,890.09","14,521.00",199.29
HLIO,HELIOS TECHNOLOGIES INC,Industrials,Equity,"447,877.36",0.00,"447,877.36","8,038.00",55.72
HLIT,HARMONIC INC,Information Technology,Equity,"337,690.20",0.00,"337,690.20","31,708.00",10.65
HLMN,HILLMAN SOLUTIONS CORP,Industrials,Equity,"428,398.30",0.00,"428,398.30","45,818.00",9.35
HLNE,HAMILTON LANE INC CLASS A,Financials,Equity,"1,194,170.60",0.01,"1,194,170.60","10,466.00",114.10
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,Equity,"15,988,061.00",0.09,"15,988,061.00","61,450.00",260.18
HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy,Equity,"238,641.52",0.00,"238,641.52","35,302.00",6.76
HMN,HORACE MANN EDUCATORS CORP,Financials,Equity,"483,342.32",0.00,"483,342.32","10,847.00",44.56
HNI,HNI CORP,Industrials,Equity,"527,763.89",0.00,"527,763.89","12,751.00",41.39
HNRG,HALLADOR ENERGY,Utilities,Equity,"202,018.02",0.00,"202,018.02","9,991.00",20.22
HNST,THE HONEST COMPANY INC,Consumer Staples,Equity,"54,273.90",0.00,"54,273.90","16,010.00",3.39
HOG,HARLEY DAVIDSON INC,Consumer Discretionary,Equity,"837,209.75",0.00,"837,209.75","31,415.00",26.65
HOLX,HOLOGIC INC,Health Care,Equity,"4,400,905.04",0.03,"4,400,905.04","59,528.00",73.93
HOMB,HOME BANCSHARES INC,Financials,Equity,"1,383,668.48",0.01,"1,383,668.48","51,784.00",26.72
HON,HONEYWELL INTERNATIONAL INC,Industrials,Equity,"33,592,065.48",0.19,"33,592,065.48","167,868.00",200.11
HONE,HARBORONE BANCORP INC,Financials,Equity,"207,961.60",0.00,"207,961.60","16,880.00",12.32
HOOD,ROBINHOOD MARKETS INC CLASS A,Financials,Equity,"27,086,296.46",0.16,"27,086,296.46","196,178.00",138.07
HOPE,HOPE BANCORP INC,Financials,Equity,"304,080.60",0.00,"304,080.60","28,905.00",10.52
HOUS,ANYWHERE REAL ESTATE INC,Real Estate,Equity,"301,883.40",0.00,"301,883.40","31,122.00",9.70
HOV,HOVNANIAN ENTERPRISES INC CLASS A,Consumer Discretionary,Equity,"184,337.92",0.00,"184,337.92","1,508.00",122.24
HP,HELMERICH & PAYNE INC,Energy,Equity,"712,195.92",0.00,"712,195.92","26,694.00",26.68
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,Equity,"8,548,308.77",0.05,"8,548,308.77","350,197.00",24.41
HPP,HUDSON PACIFIC PROPERTIES REIT INC,Real Estate,Equity,"237,663.72",0.00,"237,663.72","97,804.00",2.43
HPQ,HP INC,Information Technology,Equity,"6,808,725.00",0.04,"6,808,725.00","247,500.00",27.51
HQY,HEALTHEQUITY INC,Health Care,Equity,"2,111,545.15",0.01,"2,111,545.15","22,717.00",92.95
HR,HEALTHCARE REALTY TRUST INC CLASS,Real Estate,Equity,"1,535,280.96",0.01,"1,535,280.96","86,446.00",17.76
HRB,H&R BLOCK INC,Consumer Discretionary,Equity,"1,833,071.52",0.01,"1,833,071.52","36,141.00",50.72
HRI,HERC HOLDINGS INC,Industrials,Equity,"1,150,359.84",0.01,"1,150,359.84","8,376.00",137.34
HRL,HORMEL FOODS CORP,Consumer Staples,Equity,"1,645,482.81",0.01,"1,645,482.81","77,289.00",21.29
HRMY,HARMONY BIOSCIENCES HLDG INC,Health Care,Equity,"328,939.80",0.00,"328,939.80","11,382.00",28.90
HROW,HARROW INC,Health Care,Equity,"253,379.76",0.00,"253,379.76","6,746.00",37.56
HRTG,HERITAGE INSURANCE HOLDINGS INC,Financials,Equity,"206,050.56",0.00,"206,050.56","8,832.00",23.33
HRTX,HERON THERAPEUTICS INC,Health Care,Equity,"31,679.46",0.00,"31,679.46","27,789.00",1.14
HSIC,HENRY SCHEIN INC,Health Care,Equity,"1,815,294.00",0.01,"1,815,294.00","28,860.00",62.90
HSII,HEIDRICK AND STRUGGLES INTERNATION,Industrials,Equity,"256,652.00",0.00,"256,652.00","4,400.00",58.33
HST,HOST HOTELS & RESORTS REIT INC,Real Estate,Equity,"2,971,391.04",0.02,"2,971,391.04","184,788.00",16.08
HSTM,HEALTHSTREAM INC,Health Care,Equity,"167,013.65",0.00,"167,013.65","6,803.00",24.55
HSY,HERSHEY FOODS,Consumer Staples,Equity,"6,524,448.04",0.04,"6,524,448.04","38,119.00",171.16
HTB,HOMETRUST BANCSHARES INC,Financials,Equity,"214,774.56",0.00,"214,774.56","5,364.00",40.04
HTBK,HERITAGE COMMERCE CORP,Financials,Equity,"170,665.36",0.00,"170,665.36","16,316.00",10.46
HTH,HILLTOP HOLDINGS INC,Financials,Equity,"442,319.40",0.00,"442,319.40","13,635.00",32.44
HTLD,HEARTLAND EXPRESS INC,Industrials,Equity,"88,852.68",0.00,"88,852.68","11,753.00",7.56
HTO,H2O AMERICA,Utilities,Equity,"349,833.48",0.00,"349,833.48","7,582.00",46.14
HTZ,HERTZ GLOBAL HLDGS INC,Industrials,Equity,"175,643.01",0.00,"175,643.01","35,199.00",4.99
HUBB,HUBBELL INC,Industrials,Equity,"6,695,520.12",0.04,"6,695,520.12","14,247.00",469.96
HUBG,HUB GROUP INC CLASS A,Industrials,Equity,"607,323.42",0.00,"607,323.42","17,127.00",35.46
HUBS,HUBSPOT INC,Information Technology,Equity,"6,414,914.22",0.04,"6,414,914.22","13,431.00",477.62
HUM,HUMANA INC,Health Care,Equity,"9,084,111.66",0.05,"9,084,111.66","31,806.00",285.61
HUMA,HUMACYTE INC,Health Care,Equity,"39,108.42",0.00,"39,108.42","24,141.00",1.62
HUN,HUNTSMAN CORP,Materials,Equity,"364,026.36",0.00,"364,026.36","44,502.00",8.18
HURN,HURON CONSULTING GROUP INC,Industrials,Equity,"766,794.40",0.00,"766,794.40","4,636.00",165.40
HUT,HUT CORP,Information Technology,Equity,"1,235,572.23",0.01,"1,235,572.23","25,439.00",48.57
HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Discretionary,Equity,"98,117.80",0.00,"98,117.80","4,532.00",21.65
HWC,HANCOCK WHITNEY CORP,Financials,Equity,"1,308,735.68",0.01,"1,308,735.68","23,312.00",56.14
HWKN,HAWKINS INC,Materials,Equity,"833,309.72",0.00,"833,309.72","5,534.00",150.58
HWM,HOWMET AEROSPACE INC,Industrials,Equity,"21,315,184.57",0.12,"21,315,184.57","105,641.00",201.77
HXL,HEXCEL CORP,Industrials,Equity,"1,625,196.88",0.01,"1,625,196.88","22,903.00",70.96
HY,HYSTER YALE INC CLASS A,Industrials,Equity,"96,072.24",0.00,"96,072.24","2,651.00",36.24
HYLN,HYLIION HOLDINGS CORP,Industrials,Equity,"124,128.70",0.00,"124,128.70","53,969.00",2.30
